review_index,stars,name,review,publishedAtDate,visit_time,wait_time,tolerance_label,wait_threshold,wait_satisfaction,time_sensitivity,wait_queue_perception,wait_queue_management,wait_environment,facility_quality,technical_issues,safety_perception,staff_attitude,customer_service,express_value,overall_value,recommend_score,overall_satisfaction,weekday,weekend,holiday,wait_time_numeric,season_factor,rides_count,shows_count,other_count,avg_thrill_level,max_thrill_level,facility_diversity,express_usage,main_facility_popularity,review_length_norm,detailed_mention,complaint_intensity,positive_sentiment_ratio,group_interaction_indicator,holiday_pressure_factor,seasonal_mood_adjustment
23,5,user_23,"Had an awesome time with 2 kids , initially there was rush but afternoon it was almost empty. Maybe weekends you will need an express ticket.",5/21/25,Weekday,Up to 10 min,high_tolerance,28.799999999999997,satisfied,time_tolerant,0.1997,0.03900000000000001,0.5,0.1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1997,1,0,0,5,0.5,0,1,1,0.15,0.3,0.6666666666666666,1,0.2691427382438618,0.282,0.0,0.014184397163120567,0.09,0.5,0.0,0.041666666666666664
28,5,user_28,So much fun! Recommend to go if youre in Singapore. Fun with family or friends. All the rides are a must.,5/21/25,Weekday,No wait,high_tolerance,31.68,very_satisfied,time_tolerant,0.0,0.0,0.0,0.9191,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9191,1,0,0,0,0.5,0,1,1,0.05,0.1,0.6666666666666666,0,0.20807324178110695,0.21,0.0,0.11428571428571428,0.434,0.5,0.0,0.0
32,5,user_32,"Went on a sunday Mothers Day! There wasnt so many people if i were to compare it with Disneyland but going home during closing time is a different story, the line to the sentosa express can be very long and takes a while, i suggest going around other areas in Sentosa thats walkable if you still have the energy for that. The overall theme park experience is honestly nice and its easy to go around, can be very hot in the afternoon. Also have a number of restaurants you can chill out to when youre too tired midday. The latest addition minion land is my favorite part as a minions fan :) love all the meet and greet, download their app to keep yourself updated during your visit. All worth it :)",5/20/25,Weekend,No wait,high_tolerance,33.0,very_satisfied,time_tolerant,-0.1901,0.0030000000000000027,0.2857142857142857,0.99,0.0,0.0,0.0,0.0,0.0,0.71,0.3,0.99,0,1,0,0,0.5,1,1,3,0.13999999999999999,0.4,1.0,1,0.2691427382438618,1.0,0.0,0.08332868377703385,0.255,0.0,0.0,0.0
33,5,user_33,"It is a very fun park, I recommend you go during the week. If you go on the weekend, I recommend you get a VIP ticket, there are long lines. CYLON is incredibly fun, I rode it twice. There were long lines at noon, so I got on it very easily when I went in the evening. My advice is that if there is a line longer than 30 minutes somewhere, you can skip that place and go to places where there is no line. Definitely download the app. It tells you how long you will wait there. You can plan accordingly.",5/20/25,Weekday,Up to 10 min,high_tolerance,59.400000000000006,very_satisfied,time_tolerant,0.7921,0.08800000000000001,0.5,0.7264,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9377,1,0,0,5,0.5,1,0,1,0.5,1.0,0.6666666666666666,0,0.20807324178110695,1.0,0.3333333333333333,0.042714200668590004,0.161,0.0,0.0,0.041666666666666664
35,3,user_35,Went there again after 10 years. Place looked and smelled like Serangoon Road. Mels Drive in suddenly had a new burger called tandoori. 1 ride closed. Another ride closed for cleaning. Hot as hell.,5/20/25,Weekday,No wait,critical_tolerance,25.919999999999998,dissatisfied,time_tolerant,0.0,0.0,0.16666666666666666,-0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4767,1,0,0,0,0.5,0,0,1,0.0,0.0,0.3333333333333333,0,0.0023408239700374533,0.394,0.0,0.04060913705583756,0.064,0.5,0.0,0.0
37,1,user_37,"one of the staff named Tiara who was assigned to be at the Minions ride was VERY VERY RUDE to me! yes it was probably my fault because i didn't use the way they ""instructed"" to and i went to walk behind her and accidentally tripped over her feet. I said I'm so sorry and guess what she said? ""NO YOU DO NOT DO THAT!"" right in front of me and my partner. I expected more good hospitality from the workers as we came to enjoy. Please train her with more of a common sense.",5/20/25,Weekday,No wait,tolerance_collapse,12.96,dissatisfied,time_tolerant,-0.7921,-0.232,0.125,-0.4149,0.0,0.0,-0.7921,-0.232,0.0,0.0,0.0,-0.4149,1,0,0,0,0.5,1,0,1,0.2,0.4,0.6666666666666666,0,0.1569912609238452,0.94,0.3333333333333333,0.2149330181245075,0.102,0.5,0.0,0.0
38,4,user_38,Have a great time,5/20/25,Weekday,1 hr,critical_tolerance,70.0,very_satisfied,time_tolerant,0.0,0.0,0.0,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249,1,0,0,60,0.5,0,1,0,0.3,0.3,0.3333333333333333,0,0.2691427382438618,0.034,0.0,0.0588235294117647,0.577,0.0,0.0,0.5
40,3,user_40,Too crowded. Went on a school holiday by mistake. Express passes were sold out in advance although the express queues mostly seemed empty. About 1 hr waiting on every ride with some rides even having 2 hr waiting. Queues for even meet and greet with characters made it worse. Could only take a couple of rides due to high waiting times Recommend to check in advance about public and schools holidays and only go if you are able to get an express pass on a holiday. DO BUY THE EXPRESS PASSES IN ADVANCE IF YOU WANT TO TAKE IT. It gets sold out if you wait till the last day,5/20/25,Public holiday,3060 min,critical_tolerance,45.0,satisfied,time_sensitive,-0.3818,-0.04699999999999999,0.5,0.7603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7603,0,0,1,45,0.5,0,0,2,0.0,0.0,0.3333333333333333,1,0.18388472742405326,1.0,0.6666666666666666,0.09615384615384616,0.12,0.0,0.75,0.375
42,5,user_42,"We had a fantastic day out here! We got here from Vivo City via the Sentosa Express train which is very convenient. The park is very well maintained and clean. We bought our tickets online so the entry to the park was no hassle. The energy inside the park is just awesome, everything was well organised from meet & greets to shows. There are plenty of food options too- from quick snacks and drinks to proper meals at theme styled restaurants. Overall it was a great experience from morning till evening with great memories to take home!",5/20/25,Weekday,No wait,high_tolerance,31.68,very_satisfied,time_tolerant,0.8588,0.378,0.125,0.8588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755,1,0,0,0,0.5,0,0,3,0.0,0.0,0.3333333333333333,1,0.18388472742405326,1.0,0.6666666666666666,0.15699210783009668,0.235,0.5,0.0,0.0
43,4,user_43,"My experience was on 17 May 2025 (Saturday) Some Issues I Faced: -The roller coaster seat smelled like sweat and it honestly made me feel like throwing up. I was one of the earliest people to get on too. -The ticket price was still full price even though some major attractions like Transformers: The Ride and Waterworld were closed. No discounts offered. -Waiting time not accurate. -Some rides, like Canopy Flyer, suddenly broke down and we had to wait ages for them to fix it. The staff didnt take the initiative to explain things. -The park closed early at 7PM. The lights had just turned on and everything looked so nice for photos, but we had to leave. No light show, water show, or fireworks either. -The Q system was ok la.. but there were no chairs. Standing for so long was exhausting! -The restaurant was too crowded and the food was just ok. Tips if Youre Planning to Go: -Get there before 8.30AM to avoid the crowds and long queues. -Bring your own water bottlethere are refill stations. -Check the Sentosa website for maintenance updates, opening hours and etc. -Hit the popular rides first, and then pick ones with shorter waiting time as you go. -Always check the weather forecast beforehand, even if its not 100% accurate. -Do some research and read reviews or other peoples experiences before buying tickets and planning your day. -Go on weekdays and avoid peak months and public holidays. Overall: This is my first theme park, but I think it might be average compared to others. Thankfully, I didnt run into any really serious problems like some others did. Despite the issues, I still managed to enjoy myself but i'm still sad that Transformers: The Ride was closed that day (i can't changed my fixed date ticket) y",5/20/25,Weekend,Up to 10 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.0772,0.0040000000000000036,0.17391304347826086,0.6887,0.0,0.0,0.3612,0.048999999999999995,0.0,0.246,0.0,0.6887,0,1,0,5,0.5,2,3,3,0.375,0.8,1.0,0,0.2691427382438618,1.0,0.6666666666666666,0.1047685136050812,0.102,0.5,0.0,0.041666666666666664
44,5,user_44,"Universal Studios Singapore (USS) is Southeast Asias first and only Universal Studios theme park, located within Sentosa Island. The park features 24 rides, shows, and attractions across seven themed zones, each inspired by blockbuster movies and television series. Great place to visit with your family and the kids will just go bonkers. USS is divided into seven immersive zones: Hollywood: Experience the glamour of Tinseltown with its iconic Walk of Fame and street performances. New York: Features attractions like Lights, Camera, Action! hosted by Steven Spielberg. Sci-Fi City: Home to Battlestar Galactica: HUMAN vs. CYLON, a pair of dueling roller coasters, and Transformers: The Ride 3D. Ancient Egypt: Offers the thrilling Revenge of the Mummy indoor roller coaster. The Lost World: Features Jurassic Park Rapids Adventure and Canopy Flyer. Far Far Away: Brings to life the world of Shrek with attractions like Shrek 4-D Adventure. Minion Land: Opened on February 14, 2025, replacing the Madagascar zone, this area includes attractions like Despicable Me Minion Mayhem, Buggie Boogie carousel, themed restaurants, and shops.",5/20/25,Weekday,No wait,high_tolerance,31.68,very_satisfied,time_tolerant,0.9451,0.305,0.2,0.6249,0.0,0.0,0.9551,0.157,0.0,0.0,0.0,0.9887,1,0,0,0,0.5,9,4,5,0.39722222222222225,1.0,1.0,0,0.2691427382438618,1.0,1.0,0.1406754772393539,0.216,0.5,0.0,0.0
45,4,user_45,Visited recently and explored the new minions land. Fun and enjoyable for family with several roller coaster rides.,5/20/25,Weekday,1030 min,high_tolerance,38.016,very_satisfied,time_tolerant,0.0,0.0,0.0,0.7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7351,1,0,0,20,0.5,1,1,1,0.16666666666666666,0.4,1.0,0,0.20807324178110695,0.23,0.0,0.017391304347826087,0.279,0.5,0.0,0.16666666666666666
48,5,user_48,"Didn't have to wait very long for rides, 15 to 45 minutes max as it wasn't any particular holiday for the 2 most populous countries in the world. We enjoyed ourselves very much. Definitely cater some times for the meet n greets as some are really worthwhile. Minions area has great details for minions fans.",5/20/25,Weekday,No wait,high_tolerance,31.68,very_satisfied,time_tolerant,-0.3089,-0.077,0.25,0.6249,0.0,0.0,-0.3089,-0.077,0.0,0.0,0.0,0.9084,1,0,0,0,0.5,1,0,1,0.2,0.4,0.6666666666666666,0,0.07693508114856429,0.614,0.0,0.023782004132955063,0.223,0.5,0.0,0.0
50,2,user_50,"Not a patch on Universal in Florida but the price reflects this. Not many rides - the 2 roller coasters are worth a visit. Disappointed that with so few rides compared to Florida, Transformers and Waterworld were both closed on the day we went. They cant afford to have rides closed with not many there!",5/19/25,Weekday,1030 min,tolerance_collapse,46.656,dissatisfied,time_tolerant,0.2263,0.147,0.25,-0.4753,0.0,0.0,0.0,0.0,0.0,0.093,0.0,-0.4753,1,0,0,20,0.5,1,1,0,0.8,0.8,0.6666666666666666,0,0.11152725759467333,0.606,0.3333333333333333,0.11822756046096415,0.039,0.5,0.0,0.16666666666666666
52,5,user_52,"Children over 12 years old will definitely enjoy the rides. It's worth trying, and the safety measures are very Good Must Try 2 Roller Coaster Transformer Jurassic Park Water Ride Egypt",5/19/25,Weekday,Up to 10 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.7841,0.305,0.5,0.9152,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.9152,1,0,0,5,0.5,1,0,1,0.35,0.7,0.6666666666666666,0,0.1569912609238452,0.37,0.3333333333333333,0.07027027027027027,0.347,0.5,0.0,0.041666666666666664
53,5,user_53,"It was so much fun. If I have the chance, I will definitely go play it again. Even if I have the chance, I can have fun alone.",5/19/25,Weekday,1 hr,high_tolerance,70.0,very_satisfied,time_tolerant,0.0,0.0,0.0,0.9182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182,1,0,0,60,0.5,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.252,0.0,0.05555555555555555,0.41,0.0,0.0,0.5
54,5,user_54,Always a pleasure visiting this place. My kids had a blast as did my husband and I. Only hang up is the long waiting time for the rides and express tickets are heavy on the pocket. There should be a better way to manage this.,5/19/25,Weekday,No wait,high_tolerance,47.52,very_satisfied,time_tolerant,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,1,0,0,0,0.5,0,1,1,0.15,0.3,0.6666666666666666,1,0.2691427382438618,0.45,0.3333333333333333,0.022222222222222223,0.133,0.5,0.0,0.0
56,5,user_56,wow i actually cant believe how fun it was it was absolutely superb if you havent gone there i think you should go as soon as possible dont miss out on something great!!,5/19/25,Weekday,No wait,high_tolerance,39.6,very_satisfied,time_tolerant,0.0,0.0,0.0,0.9121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9121,1,0,0,0,0.5,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.338,0.0,0.15964912280701757,0.318,0.0,0.0,0.0
61,5,user_61,"Went mid week got express pass , the wait time without it was 40-50 minutes per ride so I think worth it , also got it discounted since purchased early online . The rides are fun the food is great and plenty of nice souvenirs around , overall a very fun. Super clean and organized with awesome rides",5/19/25,Weekday,No wait,high_tolerance,39.6,very_satisfied,time_tolerant,0.3321,0.101,0.3333333333333333,0.9806,0.0,0.0,0.0,0.0,0.3321,0.101,0.0,0.9806,1,0,0,0,0.5,0,1,3,0.075,0.3,0.6666666666666666,1,0.2691427382438618,0.598,0.0,0.013377926421404682,0.367,0.0,0.0,0.0
62,3,user_62,"Food isnt great ,considering its tourist place could have been better options for ppl travel across countries ,toilets arent well maintained ,ride are good not too much waiting times,cant compare with other studio",5/19/25,Weekday,No wait,critical_tolerance,19.2,satisfied,time_tolerant,0.0,0.0,0.0,0.1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759,1,0,0,0,0.5,0,0,2,0.0,0.0,0.3333333333333333,0,0.1569912609238452,0.426,0.0,0.02969483568075117,0.145,0.0,0.0,0.0
65,1,user_65,"I visited USS on 18 May and, despite the heavy rain, had an overall enjoyable experienceuntil the end (5.15pm), when my girlfriend and I were heading for the Cyclon ride. We had an unpleasant encounter with a staff member named ""Cedric"" (as shown on his name tag). He scanned us with a handheld metal detector and directed me toward the right side of the queue. My girlfriend, who came after, was unsure of where to queue due to the lack of clear signage and accidentally entered the express queue. We looked back at him and he corrected us. However, we then heard a remark right after (either directed at us or him speaking to his colleague) that had an extremely sarcastic and rude tone, that went along the line of ""Already say queue that side right?"" which was so uncalled for and made us feel disrespected. We hope this feedback can be used constructively, perhaps as a reminder to ensure all guests are treated with basic courtesy.",5/18/25,Weekend,3060 min,tolerance_collapse,35.0,dissatisfied,time_sensitive,-0.8297,-0.07400000000000001,0.5714285714285714,-0.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5936,0,1,0,45,0.5,0,1,1,0.1,0.2,0.6666666666666666,1,0.18388472742405326,1.0,0.6666666666666666,0.016008537886873,0.072,0.5,0.0,0.375
66,5,user_66,"So fun , have activities all day",5/18/25,Weekend,1030 min,high_tolerance,39.6,very_satisfied,time_tolerant,0.0,0.0,0.0,0.5563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5563,0,1,0,20,0.5,0,0,1,0.0,0.0,0.3333333333333333,0,0.20807324178110695,0.064,0.0,0.03125,0.375,0.0,0.0,0.16666666666666666
67,5,user_67,"Universal Studios Singapore is one of the best entertainment destinations for families with children. The park offers many attractions inspired by popular films, and its various themed zones mean that everyone will find something for themselves. Attractions for children This place was created for the youngest! Many attractions are adapted for children, and meetings with cartoon characters add magic to the entire visit. However, it is worth checking whether a given attraction is suitable for your child before entering - the staff does not always pay attention to this, which can result in an unpleasant surprise. Queues and VIP tickets Some attractions are very popular, which means long queues. It is possible to buy a VIP ticket, which allows you to use priority entry, but in my opinion it is not worth overpaying for this privilege - it is better to plan your visit to avoid the largest crowds. Rollercoasters and thrills The park offers amazing rollercoasters that provide a solid dose of adrenaline. Battlestar Galactica: HUMAN vs. is especially worth trying. CYLON, which is one of the most exciting rollercoasters in Asia. Planning your day and returning You can spend practically the whole day at Universal Studios Singapore, but it is worth leaving a little earlier to avoid long lines for the return train. The park is very dynamic - there are many shows and performances on the streets, so there is always something going on. To sum up, Universal Studios Singapore is a great place for a family trip, full of excitement and unforgettable attractions. However, it is worth planning your visit well to avoid long waits and unpleasant surprises. If you like fun and movie atmosphere, this place should definitely be on your list!",5/18/25,Weekday,Up to 10 min,high_tolerance,31.68,very_satisfied,time_tolerant,0.6316,0.09400000000000001,0.26666666666666666,0.9273,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.9967,1,0,0,5,0.5,3,1,3,0.32857142857142857,1.0,1.0,0,0.20807324178110695,1.0,1.0,0.1606802152277429,0.258,0.5,0.0,0.041666666666666664
68,5,user_68,"Had an unforgettable day at Universal Studios Singapore! The thrill rides like Revenge of the Mummy, Transformers, and Battlestar Galactica were absolute adrenaline rushes. Loved exploring the fantasy-themed zones and shopping at the Minion and Jurassic Park stores. Highly recommend for an action-packed adventure! 5 stars.",5/18/25,Weekday,No wait,high_tolerance,47.52000000000001,very_satisfied,time_tolerant,0.0,0.0,0.2,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.88,1,0,0,0,0.5,5,1,1,0.6214285714285713,0.95,1.0,0,0.11152725759467333,0.648,1.0,0.17962962962962967,0.251,0.0,0.0,0.0
69,5,user_69,Rides are awesome..we did 13 out of 18 and rain did play it's part.... outdoor rides are closed when it rains,5/18/25,Weekday,1 hr,high_tolerance,70.0,satisfied,time_tolerant,0.34,0.156,0.5,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1,0,0,60,0.5,0,1,0,0.3,0.3,0.3333333333333333,0,0.004993757802746567,0.218,0.0,0.009174311926605505,0.107,0.5,0.0,0.5
70,5,user_70,"We had a blast. Fun attractions and timely themed rides made it extra fun to experience it all. Minions and the Jurassic park themes were our highlights. Was also very pleasantly surprised that some the food in the themed minion restaurant was actually of high quality and tasted good, compared to other parks I've been to. Queues were also not so bad, usually 25-60 min wait times. Felt like I didn't need the express pass and still managed to take 6 rides or so",5/18/25,Weekend,No wait,high_tolerance,26.400000000000002,very_satisfied,time_tolerant,0.7256,0.19,0.3333333333333333,0.9718,0.0,0.0,0.3612,0.135,0.0,0.0,0.0,0.9718,0,1,0,0,0.5,2,0,4,0.18333333333333335,0.7,0.6666666666666666,1,0.20807324178110695,0.926,0.0,0.026455988784055168,0.24,0.5,0.0,0.0
72,3,user_72,"If you're familiar with Universal Studios from the US, you'll be a bit disappointed, as the park is obviously much smaller. We weren't that impressed, except for two or three attractions. It's certainly great for children and teenagers, but not so much for adults without children. We had an express pass, which wasn't really necessary.",5/18/25,Weekday,No wait,critical_tolerance,21.12,satisfied,time_tolerant,0.0634,0.01899999999999999,0.25,0.3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233,1,0,0,0,0.5,0,0,2,0.0,0.0,0.3333333333333333,1,0.18388472742405326,0.672,0.3333333333333333,0.038302277432712216,0.103,1.0,0.0,0.0
73,5,user_73,i used to just see it on TV and now i finally got to experience it too. surreal! the place was magical and the entire day wont be enough to explore the entire place. the did try some rides but i didnt have the courage to try the extreme ones.it was a fun filled day with ny friends and really had the greatest time of my life. i hope i can still get the chance to come back here soon. healed ny inner child...,5/18/25,Weekday,No wait,high_tolerance,31.68,very_satisfied,time_tolerant,0.0,0.0,0.0,0.9239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9638,1,0,0,0,0.5,0,1,2,0.09999999999999999,0.3,0.6666666666666666,0,0.2691427382438618,0.818,0.0,0.07880301902838312,0.208,0.5,0.0,0.0
75,5,user_75,Nicolas Big Bird Emporium is very nice,5/18/25,Weekend,No wait,high_tolerance,39.6,very_satisfied,time_tolerant,0.0,0.0,0.0,0.4754,0.0,0.0,0.4754,0.34,0.0,0.0,0.0,0.4754,0,1,0,0,0.5,0,0,1,0.0,0.0,0.3333333333333333,0,0.03828547648772368,0.076,0.0,0.10526315789473684,0.34,0.5,0.0,0.0
79,5,user_79,All attractions were successfully completed without stopping the express train!,5/17/25,Weekday,Up to 10 min,high_tolerance,47.52,very_satisfied,time_tolerant,0.0,0.0,0.0,0.7741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741,1,0,0,5,0.5,0,0,1,0.0,0.0,0.3333333333333333,1,0.18388472742405326,0.158,0.0,0.07932489451476794,0.525,0.0,0.0,0.041666666666666664
80,3,user_80,"There aren't many people so you can enjoy yourself without stress. However, the food at restaurants other than Starbucks Coffee is terrible. I've been there many times but have never experienced a restaurant that I thought was delicious. When I tried to eat outside I was told I couldn't re-enter. In that case, I should make an effort to make delicious food.",5/17/25,Weekday,No wait,critical_tolerance,21.12,satisfied,time_tolerant,0.0,0.0,0.0,0.9177,0.0,0.0,-0.4767,-0.237,0.0,0.0,0.0,0.9177,1,0,0,0,0.5,0,0,3,0.0,0.0,0.3333333333333333,0,0.12910944652517686,0.718,0.0,0.04693969735752466,0.192,0.5,0.0,0.0
81,4,user_81,"Even during the week there are a lot of people. I recommend buying an express ticket so you don't have to wait in lines. Compared to universal studios in Los Angeles, Singapore is much worse. However, if someone is there for the first time, they will have fun :)",5/17/25,Weekday,Up to 10 min,high_tolerance,38.016,very_satisfied,time_tolerant,0.3612,0.161,0.25,0.6908,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6908,1,0,0,5,0.5,0,1,4,0.06,0.3,0.6666666666666666,1,0.2691427382438618,0.524,0.0,0.032669938204289345,0.155,0.0,0.0,0.041666666666666664
